Invoice,Text
0118054322_13,"Client: ARBL |
DETAILS FOR CLIENT BILLING

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

tie _ emanate SC SE eee

i se ea
1 [Earth Work Excavation [cam || a.00 | 1638.00 |

Cum 260 000 0 22 [a 600 sone Walls
Cum 260.000 0.800 an 600 Two Walls

eee ee ae

 

 

ked by
(OY Manager)

(Kiran Kumar K J) DY Engi

ARI-DPE-SFS-168,Rev no-00,Date: 15.06.2017

aji

ao"
0118054322_14,"servers,

Dp ABSTRACT FOR CLIENT BILLING(M)

AMARA RAJA (Supply Sale/WCT/ E11 Sale)

Gotta be o better way

ARIPL

 
 
    
    
 

  
    
        
   
  

Date: 26-11-2018 :
Location: Karkambadi

      

Project Code: IPKKARB170140M

 

Project Description: SITC OF WEIGH BRIDGE FOR WEST GATE @ HO

Client: ARBL

    
 
   
   

 

 

   
    
     

  

   
     
  

 
 

  
      
 
 
   
   

vr wo Bill Previous Bill ey Bill
: PO Basic
Item Description Qty
Value Qty Qty Qty
Weigh Bridge - 60Ton Cap. Least Count 10
2,172,500 2,172,500 2,172,500 2,172,500

Accessories indicator, loadcell with required

cable, Junction box, ete..

Supervision Charges for Installation & Phase 2

Commisioning of Weigh Bridge-1 No With 75,000 75,000 75,000 75,000

Acessories
Govt. Presentation for stamping with Stone | 68,750 750 | 68,750 res | 68,750] ees | 68,750] #6
| 7 [Material Unioading & movement at sit aera ee Se ee ee

PO NO & PO Date: 2200011162 & 20-3-18
Kg) (Size:18.0 m X 3.0 m)
( Model: ZM 305 J218A) Along with
| === 2s [MI PAYLOAD SOFTWARE me 500 ae aor on oe a 500
Edge Beeding, Signal Cable Conduit from
Pe Loadcell to Junction box. Pee * | 44,000] | 88,000) moe | Bey Ck Hana a as | 88,000] 000 | Second Weigh bridge
movement at Site for Stamping.
oe To & fo ARGC to HO oo 25,000
ae By
(Rama Krishna.D)

Checked By

 
    

  

(Milind Halyal)

ARI-DPE-SFS-20, Rev no-0,D01-20.02.16"
0118054322_15,"~

| _») Purchase Order

Meee (Domestic Service)

Supplier Code =: A203 PO Number : 2200011162
Supplier Name _ : AMARA RAJA INFRA PVT. LTD. PO Date : 20-MAR-2018
Address : Renigunta - Cuddapah Road Amnd Number :0
: Karakambadi Amnd Date : 20-MAR-2018
: Tirupati - 517520 Your Ref. Number : ARIPL/468/17
: Andhra Pradesh , India Our Ref. Number
Attachments :NO
Currency : INR

Contact Person : Mr. Kiran Kumar Buyer name : G Vijitha
Tel.No : 0877 2285561 Contact No.
GST No : 37AAHCA1764F1ZR Email : gvj@amararaja.co.in

Invoice To: Ship To:

Amara Raja Batteries Ltd Amara Raja Batteries Ltd
REGISTERED OFFICE & WORKS REGISTERED OFFICE & WORKS
Karakambadi Karakambadi

- 517521 - 517521

Andhra Pradesh , India Andhra Pradesh , India

GST No:37AABCA9264E1ZO GST No:37AABCA9264E1ZO

We are pleased to place the order for the following items, subject to terms and conditions here under and enclosed. The Materials ordered below must
comply to all our specifications / requirements and terms & conditions.

Item Code/Description tem text Sn Basic Value

CONSTRUCTION OF WEIGH BRIDGE, CONTROL 83,15,478 1.000 30-DEC-2018 83,15,478.00
AND WEIGHMENT ROOM AT HO.
SAC : 995413

3000018 Composite Supply of Works Contract- NC 1.00 8,315,478.000

IN: Central GST-ND@9.00%
IN: State GST- ND@9.00%

Terms. & Conditions Total PO Basic Value 8,315,478.00
INCO Term : FOR - Destination IN: Central GST-ND@9.00% 748,393.02
Packing and Forwarding : Inclusive IN: State GST- ND@9.00% 748,393.02
Insurance : YOUR A/C Total PO Value 98,12,264.04
Freight : Inclusive
Delivery : Single
Mode of Transport : BY HAND
Pay Term : 15% Advance,85% against monthly bills

submission

Taxable under Reverse Charge No

In Words: NIL

Insurance Clause:
Dispatch information should be furnished to Amara Raja Batteries and also notify to our insurers by Fax/Letter
Insurer's Address:
AMARA RAJA INFRA PVT. LTD.
Renigunta - Cuddapah Road Karakambadi
Tirupati 517520 Andhra Pradesh India

Special Instructions:
1. Order Acknowledgement: Please send us back the duly signed copy of

our purchase order as the order acknowledgement.

2. Billing <(>&<)> Freight amounts will be paid at actuals.

PUR-SFS-07 Client ID : 300 System ID : -BTDT0604TR1310 Login ID: 1000453 Run Date & Time: 24.03.2018 & 12:44:37 Page: | of 2"
0118054322_16,"Purchase Order No: 2200011162 Dated : 20-MAR-2018

pecial Instructions:
3. Scope should be as per your Quotation No.:ARIPL/PL/QT/468/2017-18.

4. Construction of Weigh Bridge,Control <(>&<)> Weighment room at

HO(Near Security west gate).

General Instructions
1. Receipt of goods from Monday to Saturday from 8.00 AM to 5.00 PM or as agreed upon.
2. The invoice material description should be same as our purchase order material description.
3. Quantity supplied by you should not exceed the quantity mentioned in the purchase order.
4. Please quote purchase order number and date in all your correspondence.
5. Our bankers address: State bank Of Hyderabad, PMR complex, Opp to Corporation office, Tirupati-5 17507, Ph-0877-220153.
6. In case of Excisable goods, Excise gate pass should be sent along with material.
7. Supplier should ensure that material supplied confirms to statutory & regulatory requirements.
8. Supplier should acknowledge receipt of purchase order and agreement of terms mentioned in purchase order. It is considered that all
purchase order terms are accepted unless otherwise specified in writing by the supplier with in seven days.
9. If the item is age-sensitive the supplier shall clearly mention the date of manufacturing and shelf-life. The available shelf-life shall be
more than 50% of material shelf-life from the date of dispatch.
10. In case of any denial/disallowance of Cenvat/Service tax credit and any penalty and/or interest on account of improper documents
from the vendor shall be borne by the vendor only.
11. Purchase or number and line serial number should be mentioned in the Invoice.
12. Our contact person should be informed of the date of dispatch of the material one day in advance.
13. Invoice number should be mentioned in all test reports.
14. Material should be packed in proper packing method as agreed.
15. The consignor need to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Central
Motor Vehicle Rules, 1989 and there after amendments - specifically pertaining to transportation of goods of dangerous or hazardous
nature to human life from Rule 129 to 137.
16. The consignor needs to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Gas
Cylinder Rules, 2004 and there after amendments specifically pertaining to general provisions under chapter II from Rule 3 to 28.
17. All the transport vehicles need to comply to the emission norms specified by Central Motor Vehicle Rules, 189 and need to obtain
renewed emission certificate issued by the competent authority.
18. All the transport vehicles in Amara Raja premises should follow the traffic rules strictly and the speed limit should be less than
20kmph.
19. Electronic Way Bill (e-Way Bill) is mandatory for all Interstate purchase transactions. Please get e -Way Bill from buyers before
dispatch the material through online by providing the necessary details and Amara Raja is not responsible for any material struck in CTO
office / on the way to Amara Raja.

Order Acceptance

For AMARA RAJA INFRA PVT. LTD. For AMARA RAJA BATTERIES LIMITED

Authorized Signatory Authorized Signatory

 

E&OE (Subject to Tirupati Jurisdiction)"
0118054322_17,"i Report ID : SAL-SWO-0001
Service Order UserID +: 1500SAL001

Amara Raja Infra Private Limited - AAHCA1764FSTO
RENIGUNTA-CUDDAPAH ROAD, KARAKAMBADI, - 15PRJ-OU
TIRUPATHIL India,

Service Order No. : PSW0O/000463/18-19 Customer Code -: A0001 Status : Closed
Service Order Date : 30/11/2018 Name : Amara Raja Batteries Serviced By : 1500SAL001

Sale Order No. : IPKKARB170140C

Sale
Item Code Item Desc. Bal. Work Value
00} 7.00 0

TOTAL 1899032.00
GRAND TOTAL : 1899032.00

For Amara Raja Infra Private Limited

es

(Authorized Signatory)

Prepared By: 1500SAL001 Approved By: 1500SAL001
<< End of Repo
RunDateTime 12/1/2018 9:31:20 AM Page 1 of 1"
0118054322_18,"ER.T.R.K.RAO SRI HARI BUILDERS

B.E., F.1.V., M.I.E., C.E. # 504/4, Bhavani Nagar Layout,
Approved Valuer: State Bank of India, Income Tax, Tirupati.
Sapthagiri Grameena Bank, Central Bank of India. Cell no.94407 92964

e-mail ID: trkrao.er@gmail.com

Regd.no. 49/CCIT/III/XX/Reg.Val/76/01-03 - Income Tax Department

TIRUPATHI
Date: 06.12.18

CERTIFICATE

This is to certify that | have personally inspected the site of M/S Amara Raja
Batteries Ltd plant at HO, Karakambadi on 06.12.18 In this connection the items
mentioned as per running bill no.4 and Work order no. 2200011162 dated 20.03.17 of
Construction of weigh bridge, control and weighment room in Parking lot at HO were
completed in all aspects. The value of Work done as on date is 18,99,032/- (Rupees
Eighteen Lakhs Ninety Nine Thousand and Thirty Two only.) Which includes materials

and labour charges. Further work is under progress.

BAP ih

SRI BARE BUILDERS

Er. T.R.K. Roo
L.C.E., B.E-, 0.0.M.C , FALY., C.E
Licensed Engineer MmcT & TUDA
“Chatered Engineer z
oved Valuer - INCOME TA*®

Aper
Ka state BANK OF ‘NOL
SAPTAGIR: GRAMEENA —.
Hac. Mosaue Road. TIRUPST

_- = = os Us ewrsw a ye es

Page 7 of 7"
0118054322_2,"A™
_)) AMARA RAJA

ARIPL/PL/RA/04 Running Account (RA) Bill Date : 30.11.2018

To.

M/S Amara Raja Batteries Ltd
Registered Office & Works,

Karakambadi,

Dear Sir,

Sub: CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO, -
Ra Bill 04— Reg

Ref: Work order: 2200011162 Date: 20.03.2018

With reference to the above said subject, we are here with submitting the RA Bill 04 for Rs 18,99,032 /-
(Rupees Eighteen Lakhs Ninety-Nine Thousand and Thirty-Two Only). Kindly release the payment at the
earliest.

Thanking you,
Yours faithfully,

For Amara Raja Infra P Itd,

Authorized ségnatory
C. Narasimhulu Naidu,

Encl: RA Bill 04

 

, ADI MNpr cere ti ae ne a Mate 16 MA WAIT
PUINEC ME Lo O8 OTIS INOY be""VV ate iv.vu.cvi

Amara Raja Infra Private Limited | An Amara Raja Group Company

Registered Office & Works: Karakambadi-517520, Tirupati, Andhra Pradesh, India.

Tel no. +91 877 2265000, Fax No. +91 877 2285600, E-mail: amararaja@amararaja.co.in.
RAJA Corporate Operations Office:

INFRA PVT. LTD. begat
1-18/1/AMR/NR, Nanakramguda, Gachibowli, Hyderabad-500032, India.

Tel No. +91 40 23139000, Fax No. +91 40 23139001, E-mail: mktg(@amararaja.co.in
Website: www.amararaja.co.in, Corporate Identification Number: U40102AP2008PTC059398."
0118054322_3,"Client : ARBL

Location : HO

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

Description of Work BOQ Amount Previous Bill Present Bill Cumulative Bill

Civil Works 48,58,752 21,17,193 16,14,782 37,31,975

MAIN ABSTRACT FOR CLIENT BILLING

 

Mechanical Works 26,65,300 24,56,300

Electrical Works 7,91 426 -

83,15,478 45,73,493 18,99,032 64,72,525

2,84,250 27,40,550

CGST - 9% 748,393 4,11,614 1,70,913 5,82,527
SGST - 9% 748,393 4,11,614 1,70,913 5,82,527

98,12,264 53,96,722 22,40,858 76,37,580

 

a

Checked by

(DY Manager)
(Kifan Kumar J) “UY engineer
ARI-DPE-SFS-16,Rev no-00,Date: 15.06.2017 (Balaji T)"
0118054322_4,"Client >: ARBL
30.11.2018

Location : HO

   

ABSTRACT FOR CLIENT BILLING

   

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

Previous Bill Present Bill
SI.No Description of Work Quantity Unit Rate Amount
Quantity Amount Quantity Amount Quantity Amount

| _1.00 | EARTH WORK EXCAVATION FTA EA TENE CTT ST TET TTT ET TTT CU) Re

Excavation in all types of soil including dense soil, disintegrated /
weathered / soft rock (Poclainable) for Footings of columns,
retaining walls, trenches for drains, etc., by mechanical means
for excavation, leveling, dressing the edges, with all leads and lifts
including back filling in layers of 150mm with watering and
compaction. Rate to include dewatering of both ground and
surface water, removal of slurry oe while excavation and
PANniINA al arith ne > horina no

Upto 1.50 Metre depth below average ground level. Cd 000 Co 22,686.00

Beyond 1.50 Metre depth and upto 3.00 Metre depth below

 

 
  

Cumulative Bill

  

       
      
     
   
   
   
    
 
    
 
    
 
       
  

   

     

          
  

      
   

 

 

45,704
24,038

201.280
7.344

39,652.16
1,747.87 |

1,839.280
7.344

__3,62,338.16
1,747.87

 

 

 

 

   
  

       

average ground level.

Beyond 3.00 Metre depth and upto 4.50 Metre depth below
average ground level.
Same as above specification ,but excavation by Manually
Upto 1.50 Metre depth below average ground level.
Beyond 1.50 Metre depth and upto 3.00 Metre depth below
average ground level.
Filling in foundations and the area wherever specified with
available earth at site in plinths, area development etc. wherever
specified in layers of not exceeding 150 mm thick including
breaking clods, storing, transportation, double handling, watering,
compacting each layer with vibratory compactor and at
unaccessible places with wooden/steel rammers to achieve 95%
proctor density at optimum moisture content, all leads and lifts,
bailing/ pumping out of water to keep site dry while backfilling; cost
1.04 Bringing Selected earth from outside the site wherever available
and depositing in places and as directed by the Engineer/PMC
including filling in foundations and basements in layers not
exceeding 150 mm thick of specified thickness, breaking clods,
watering, and consolidation by power roller of required capacity to
obtain proctor density etc. complete all as directed. Rate shall
include for excavation of earth and conveyance for all distances.

Block levels at the place of denositina of earth beina taken prior a
1.05 Supply and filling in foundations / flooring and the area wherever

specified with approved good quality filling materials in plinths,
area development etc. wherever specified in layers of not
exceeding 150 mm thick including breaking
clods Storing, transportation, double handling, watering,

 

 

 

 

 

 

 

 

 

 

 

 

 

 

  
  

   

 
 

10,616.91

elasier- ino ePACDIAVEe A r ibraton elasiel OF ANG A a

a Approved quality river sand 36.00 1135.00 40,860 25.477 28,916.62 Ae. .600 pA 21820, 216.00
b Murrum Qro Cum
c Granular sub base Qro Cum

ere
[2.00 [ANTI-TERMITE TREATMENT FET LAR RAS URES SE CTS HN EES

10,616.91

 

 
  
 
 
 
   
   
 
 
   

 

 

 

 

 

 

 

 

 

 

ee ee

 

(DY Manager)
(Kiran Kumar K J)
ARI-DPE-SFS-16A,Rev no-00,Date: 15.06.2017"
0118054322_5,",

Dat :
ABSTRACT FOR CLIENT BILLING

Location : HO

 

 

   

 
 
   
   
         
   
   
   
       
   
      
   
   
     
   
   

 
 

Retaining/side walls of basement floor, external perimeter of
building, surrounding of pipes, expansion joints, below U.G. sump
and retaining/side walls etc. as per instructions of chemical
manufacturer and all as directed. The treatment shall be carried

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO
out strictly in accordance with the technical specification and

Previous Bill Present Bill Cumulative Bill
Description of Work Quantity Unit Rate Amount
Amount Quantity Quantity
conforming to IS 6313 or equivalent BS specification. The

2.01 Providing Pre - Constructional Anti - Termite Treatment and
creating a Chemical Barrier to the building by injecting chemical
emulsion of required concentration under grade slab and grade
chemical to be used as insecticide for the treatment shall be Biflex
Tc, TC stands for Termiticide Concentrate for Termite Control
(Bifenthrin) and the application shall be diluted 1 part of chemical
Biflex Tc with 49 parts of water to get 0.05% emulsion and strictly in
accordance with the manufacturer's specification.

The chemical to be used for the treatment and concentration of the
(The work should be carried out by an approved and registered
specialist pest control agency only. Tenderer to furnish the name
of the proposed specialist firm). Sqm 78.00 2,340
Or ee OQ
[S00 frawarenronoescenmirconorerewon@ [| [Po

beam, all round the footings, column pits, trenches, pits, tunnels,
chemical solutions should be as laid down in IS - 6313 Part Il.
Plinth area of the building at ground floor only will be measured for
Providing and laying plain cement concrete 1:4:8 using coarse
graded aggregate of 40 mm and down size for levelling course
under footings, steps, walls, platform etc. including form work 29.00 Cum 3924.00 1,13,796 22.597 88,671.41 41.600 1,63,238.40 64.197 2,51,909.81
wherever necessary and well compacted etc. all complete, as
directed
Cum 4279.00

  

 

 

 

 

 

wall trenches, back fill, plinth filling, junction of wall and floor.
Providing and laying plain cement concrete 1:3:6 of specified thick eels pans ae ae ee
wherever specified using river sand, 25mm and downsize metal

55,627 2.160 9,242.64 2.160 9,242.64

including base reparation, Compaction, leveling, all leads and lifts, 13,00
omoplete ——————————— ESN

curing and shuttering for all structures at all locations etc.,

Providing & laying cast-in-situ controlled reinforced cement Be INTE gor mee gl
concrete of the following grades using 20mm and down size

coarse graded machine crushed hard stone aggregate including

designing the mix, weigh batching, mechanical mixing,

transporting and placing at all lifts, vibrating, consolidating, curing

and finishing smooth as required all exposed faces, complete for

the following RC structural and other elements including centering, * = % > =
shuttering, form work either straight, curved, plain, tapered or

sloped, supplying and mixing admixtures, dewatering wherever

ecessary, the cost of all complete materials, labour, all leads

And lifts, tools, plant and machineries, hire and fuel charges and all

other incidental charges etc., all as per specification.

 

thecked by
DY Manager)
(Kiran Kumar K J)
ARI-DPE-SFS-16A,Rev no-00,Date: 15.06.2017"
0118054322_6,"Client > ARBL

ABSTRACT FOR CLIENT BILLING

Location : HO

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

Previous Bill Present Bill Cumulative Bill
Description of Work Quantity Unit Rate Amount
Quantity Amount Quantity Amount Quantity Amount
a 00 7344.00 4,18, 608 45.862 3,36,810.53
11.460 : ;

94,292.88

35.00 8228.00 2,87,980 Aut ARIMA Z
22.00 |S 2160.00 | 3,18,240 -—2.18.240).___ 2958 24,097.13 Fie teat ee

Pe ee

Column upto FFL 1,91 ——areae 96,656.09 Fe
Column From FFL to +8.0 m level 50,00 Cum | 8563.00 4,28,150 6,370.87 Ftc ann Tenin sam
[Gro | cum [| e4i9.00 [OT ey

8660.00 86,600 6 1703.03 Fae 663] 87,703.03

8660.00 207,840 __13.577| _—_‘1,17,575.09
11486.00 34,458 - ee z

8379.00 67,032 1.440 1o OSE es : __12,065.76

oa te arn aero | —s.5i6 | are] 230 oes ; 12,367.40
| 4.00 _ [REINFORCEMENT STEEL WORKS

Providing and fixing reinforcement for RCC work with TMT ee
equivalent HYSD bar of various diameters and grade of steel as
specified below conforming to IS 1786 latest version specification
including cutting and waste, bending, hoisting, fabricating and
placing in position according to drawings and binding the
reinforcement with 16 gauge galvanized annealed binding wire of
double fold or 18 gauge GI binding wire of double fold and
providing precast cement concrete cover blocks for placing the
reinforcements in position and for maintaining the cover specified
and / or according to relevant IS codes.

: Unless noted otherwise the measurements in accordance
with IS 1200. However reinforcement shall be measured only in
lengths of bars as actually placed in position on standard weight
basis, no allowance being made in the weight for rolling margin.
Authorized laps and splices only will be measured. Chairs of any
shape & profile, Spacer bar of any shape & profile, cover block,
wastage and binding wire will not be measured and shall be
included in the quoted rates. Quoted rate shall be deemed to have
considered the above stipulation. Quoted rate to include lead, lift,
placing at all levels and as directed.

IGrade of reinforced steel-Fe500- TMTbars sid 57276.00 14,89,176 11.525 6,60,131.89 feet cr a] 660,131.89

Supplying and fixing 50mm dia M.S hand rails/Guide rail with at
mm channel at bottom and 25mm dia MS tube verticals 950 mm
high at about 600 mm c/c and 3 nos of 25 mm dia horizontal MS
steel pipe as per drawing. Rate shall be inclusive of fixing the Rm 2913.00 17,478
railing into the concrete surface with necessary hardware's and
finish the joints properly yet to the smooth and good apperance
; oe unning length of MS hand rail will only be measured for

SUew Rs ERs EEE RAGE UIE Wer) ProWwooy oF aruewwne oo cen

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

DY Manager)
(Kiran Kumar K J)
ARI-DPE-SFS-16A,Rev no-00,Date: 15.06.2017

   

."
0118054322_7,"Dat : ;
ABSTRACT FOR CLIENT BILLING

Location : HO

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

 

 

Previous Bill Present Bill Cumulative Bill
Description of Work Quantity Unit Rate Amount
Amount

Providing and constructing concrete solid block work with best
quality moulded solid blocks with 200 mm as thickness and with
minimum compressive strength of 5.5 N/Sq mm in cement
mortar 1:5 in foundation and basements, etc. complete, all as

CR ee a pee
Providing and constructing concrete solid block work with best

quality moulded solid blocks with 200 mm as thickness and with
minimum compressive strength of 5.5 N/Sq mm in cement
mortar 1:5 in super structure , etc. complete, all as directed.

   
 
   
   
   
    

 
 
     
 
  

    

  
 

    

4079.00 1,42,765 8,712.74

 

 

 

   
   

 
 
   
 
   
   
 
 
    
 
      
  

4570.00 53,688.36

  

 

 

Providing and constructing concrete solid block work with best
quality moulded solid blocks with 100 mm as thickness and with
minimum compressive strength of 5.5 N/Sq mm in cement
mortar 1:5 in super structure, etc. complete, all as directed.

  
    

5,615.01

280.800 10,81,641.60 280,800 10,81,641.60

a DUO) eve:
INTERNAL AND EXTERNAL PLASTERING ee a aac cereal

6.01 Plastering of internal walls with cement mortar 1:4, 15 mm thick
with a neat floating coat of cement for smooth finish according to
specifications. Rate shall include for providing G.I. chicken mesh
made out of galvanized iron of nominal thickness 0.35 mm with a
Zinc coating of 120 gm per Sqm at the junctions of masonry and} 58.00 sqm 215.00 12,470 71,280 15,325.20 71.280 15,325.20
concrete works to a width of 100 to 125mm including tying in
position with suitable  clamps/screws,necessary _ staging,
scaffolding and curing at all levels and elevations etc. complete as
diractact
6,02 Plastering for external surfaces with base coat of 20 mm thick in Fie)
C.M 1:4 with water proofing compound of “CICO No.1 or
equivalent"" as per Manufacturer's Specification and finishing coat
of 10 mm thick in C.M 1:3 after roughening the surface of first coat
in green condition with wire brush and clearing of loose particles] 106.00 Sqm 301.00 31,906 124,880 37,588.88 124.880 37,588.88
with sponge finish (washed sand finish) all complete as per
specification and as directed. Rate shall include for providing drip
bands / moulds / grooves to any size and shape as directed.

(
wai: onder \,

; ,
(DY Manager) hie are’
(Kiran Kumar K J) °
ARI-DPE-SFS-16A,Rev no-00,Date: 15.06.2017 (Balaji T)

 

 

  

Providing and constructing concrete solid block work with best
quality moulded solid blocks with 150 mm as thickness and with
minimum compressive strength of 5.6 N/Sq mm in cement
mortar 1:5 in super structure, etc. complete, all as directed.

  

 

 
 

Random Rubble Masonry with hard stone in foundation,Walls and
plinth including levelling up with cement concrete 1:6:12 (1 Cement
6 Coarse sand : 12 Graded stone aggregate 20mm nominal size)

NT"
0118054322_8,"¢ ' a | +

Ov Olr

© © | wo

© oO; @

0 o| wo
N }"
0118054322_9,",
30.11.2018

 
 

ABSTRACT FOR CLIENT BILLING

   

NAME OF THE PROJECT : CONSTRUCTION OF WEIGH BRIDGE, CONTROL AND WEIGHMENT ROOM IN PARKING LOT AT HO

Previous Bill Present Bill Cumulative Bill
Description of Work Quantity Unit Rate Amount
Amount Quantity Amount Amount

7.04 Providing and fixing step risers and treads with approved Kotah
stone slab of thickness not less than 20mm in single piece for
each step patterned as per drawing over a bed of C.M 1:4, 20
mm thick, all edges machine cut, machine polished as per
drawing and as directed. Rate shall include for preparation of base
surface, jointing with matching cement slurry providing anti skid Sqm 895.00 1,790
groove, in treads, 3nos of 3mmx5mm deep and finished surface
protection with gypsum / POP layer over plastic sheet and
removing the same before handing over, work at all levels etc
complete, all as directed.Rate to include for edge nosing and
polishing to any shape and size and as directed.
ee Tee ee ee

JOINERIES
38mm SS 304 - (Dorma make - 3 No.s

Ce ee re a a ee
Providing and fixing of Hollow metal door at all levels from sto
9001-2000 certified Manufacturer. All hollow metal general doors
with or without vision panel. Pressed Galvanised steel Single
/Double leaf to required sizes of approved make shakti met-dor or
approved equivalent which consists of frame, shutter, infill and
finish as detailed below and conforming to IS 277.

Door frame shall be Single rebate profile of size 100 x 57 mm
made out of 1.20mm thick galvanised steel sheet (18 gauge).
Frames should be Mitered and field assembled with self
tabs.Frames should be provided with back plate bracket and
anchor fasteners for installation on a finished plastered masonry
wall opening, Once frame installed should be grouted with cement
Mortice Dead lock 778, 55mm BS/20mm sq. fornd, SSS ( Dorma

All doors and frames ‘shall be finished with etched primer coating,
stove zinc phosphate primer and thermosetting polyurethane
aliphatic grade paint of approved colour. The door leaf and frame
shall have passed minimum 250 hours of salt sprey test.
be ot ae Cyl. 3525, 5pin both side key Length=70mm, SNP ( face. «25 re
make ) - 1 No
1 No
make 2 No
Co eee ae is SN el

checked by

dy Manager)
(Kiran Kumar K J}
ARI-DPE-SFS-16A,Rev no-00,Date: 15.06.2017 (Balaji T)

 

     
  

  

 

 

      
     
    
      
    
    
   
  

  

 

 

  

 
 

   
   
 

  

  
 
  

 

 

 

Rate should include supply and installation of door and hardware
set.as mentioned in the door and hardware schedule.

Steel Door Double leaf of size : 1800x2400mm with hardware
set #1
Hinges BB 4330, 5 Kni, 2 Ball bearing butt hinges size 4"" x 3"" x"
0118054359_1,"Proprietary Material of M/s. AMARA RAJA GROUP OF COMPANIES, Tirupati.
All rights reserved. No copying permitted. Unauthorised use prohibited.

  

Please arrange Cash/Cheque/D.D./P.0./F.D.D. for Rs. Af, |. <0) = ven ie

Rupees. evel essa. throuSeund...AVe... buncaed...comly ee ee
dined LMpesled.. As Gartio dk ek Pet SO 9 ioe
in favour of ......0.3.....2 canspets. Seat) eae Osis as cue ita a eel idea a esciece
Date of requirement: \o |} 2 1% are A! SCOOLEL

avoevecseeasdestassesseecescsesveee steer. ~~  ““—. Seva cervreescoercaen¢eoaegovecse,ecee >. - «Bee Ce Cee eee eeeeeeonsaeeeoe 0 06=©=©;=hlUlmUmhlhUhLhlhLULUm™mll OOO OOH OE

ted by"
0118054359_2,"P JAVA ARMAN | | Ph : 04344 - 246569 |
Cell : 94432 66569

JAI TRANSPORTS

‘(CLEARING & FORWARDING AGENTS)
Door No. 4/547, Vinayakapuram, Bagalur Road, HOSUR - 635 109.

Email : jaitransports. hosur@gqmail. CONS ST. No: 33 A |
PAN No. : ACUPJ 1424D saan! ecules

     
       
   
   
  
 

[RAQQ iy ae unt
Dy my te N10 RF

     

toe “asad fis
Fela |B

[ome no. en SF
| Tt: Fort 600 136]

       
   

Proprietor"
