Invoice,Text3
0118054359_4,"‘ ad 4
Pe ee ee ne oe +... b “ “ats ‘ :
ici TAX INVOICE fo
TES Fe Ta LS Government of India/State Department of Karnataka Form GST INV - 1 (See Rule --7) Application for Electronic Reference Number of an Invoice if ;
J BSS NA ET saree
delivered. Always | Maini Materials Movement Pvt. Ltd. GSTIN : 29AABCM8922D1ZG Se A
Sy. No. 32, Chandapura, Hosur Road, Bangalore - 560099,INDIA State Code: 29 Saar
teceiver (Billed to): Details of Consignee (Shipped to): | Invoice No. > 481111049 e ‘ ""Mode ofdispatth : ROAD
JA BATTERIES LTD AMARA RAJA BATTERIES LTD __ Invoice Date. : 2711112018 | DCNo
“TERY DIVISION UNIT - 1 _ SMALL BATTERY DIVISION UNIT - | REGISTERD ' Customer PO No : 1300008586 4 DC Date
~ 2 OFFICE & WORKS, KARAKAMBADI | OFFICE & WORKS, KARAKAMBADI | CustomerPO Date ° 05/10/2018 r | No of packages ;
920 | Tirupati 517520 | Shipment term a ’ ai Vehicle No. ry ;
sat | ae ere ""Contact Person RAMACHANDRAGOWDA =———STimeof supply. => = 1619s _
| Payment 30 Days after Invoice | Place of Supply : Tirupati Andhra Prac
{hra Pradesh State Code : 37 | State : Andhra Pradesh State Code : 37 | term: ~~ |
jue ID: —_; 37AABCA9264E120 _GSTINUnique ID: _: 37AABCA9264E1Z0 |
| | | +
BRS | See Description of Goods (HSN | Qty ‘vo | Rate | Tota)’ |Riaeo [Tenable baie a Rate vig Amt | has ae ee
| Ref | P 'Acc.code ' Unit = INR / unt | Value | | |
i | | | | | | - |
282 | i DOCK LEVELER 4 BUTTON ’ 84289090 / 1 | nos | 170,000.00 170,000.00 0.00 170,000.00 0.00 0.00; 0.00 | 0.00 | 18.00; 30,600.00 | 200,60
| (EQUIPMENT SL.NO.DL’FH/18.11.4283) | | | | i
| WITH LHP POWER PACK & CONTROL PANNEL | | | |
| | | | | |
| | | | | | | | —— } | | | |
; ‘ j | | i | | | ! ] } |
| | | Bi] po PR me at
| | | | | | | |
| | ane ea | Le Me vol A Sard a |
| | ! AN | _ | | ! | | |
| | | ea Vv | | | | | | | |
| | | NPY F | | ! | | | :
| : LY ioe ZH) | oe
| | | | i
| | | ad ae | | Fe | | aia po
| | | . \ ‘ | | | | | | | ! |
| | | | | |
| | ' | | \ |
| | | | | : | | hy | | | i
. | i
| | | y | | | | | | | | | |
| f | | | | | | |
e Value (In Words): _ Total 1.0 170,000.0' 170,000.00 0, _ 30,600 |
_akh Six Hundred Only, | od ee | Cae | | | | | | 20
= ek. bia nleeee Tax Reverse Charges(NO) sel i I a esta a
the particulars given above are true and correct. Goods once sold will not be taken back. Payment should be made within the due date, if not interest @ 18 % annum will be | For MAINI MATERIALS MOVEMENT PVT. LT
respondence Address : Sy. 32,Chandapura,Hosur Road,Bangalore-560 099, INDIA. Phone:+91 80 4352 6565,Fax:+91 80 4352 6580, Email : a
2@maini.com, website : www.mainimaterials.com, CIN : U60231KA1984PTC006017 PAN : AABCM8922D, Regd. Office: Maini Sadan,No.38,Lavelle Road,7th E&O, E., nate
lore-560 004. INDIA. | Authorised Signatory"
0118054359_5,"- Dp Purchase Order
AMARA RAJA (Domestic Capital)
Supplier Code =: M0015 PO Number : 1300008586
Supplier Name: MAINI MATERIALS MOVEMENT PVT. LTD. PO Date : 05-OCT-2018
Address : Survey No 32,Chandapura Hosur Main Road. Amnd Number :0
: Bangalore Amnd Date : 05-OCT-2018
: Bangalore - 560081 Your Ref. Number : Em1:4.10.18
: Karnataka , India Our Ref. Number ;
: GST No:29AABCM8922D1ZG Attachments :NO
Currency : INR
Contact Person § : Mr.Ramachandra.G Buyer name : Y Saritha
Tel.No : 9845516508 Contact No. :
Email : Sari@amararaja.co.in
Invoice To: Ship To:
Amara Raja Batteries Ltd. Amara Raja Batteries Ltd.
SMALL BATTERY DIVISION UNIT - I SMALL BATTERY DIVISION UNIT - I
Registered Office & Works, Karakambadi Registered Office & Works, Karakambadi
Tirupati - 517520 Tirupati - 517520
Andhra Pradesh , India Andhra Pradesh , India
GST No:::37AABCA9264E1ZO GST No:37AABCA9264E1ZO
We are pleased to place the order for the following items, subject to terms and conditions hereunder and enclosed. The materials ordered below must
comply to all our specifications / requirements and terms & conditions.
S.No. tem Code/Latest GR Dvltem DescriptiontewHSN Code |UOM| Rate __| Ord Qey | shy | __sen Date | Basic Value _|
l CAP-005-DKL9T NOS 1,70,000 1.000 1.000 20-NOV-2018 1,70,000.00
DOCK LEVELER 9 TONS 84289090
17,500.00
IN: Integrated GST@18.00% 30,600.00
Terms & Conditions Total PO Basic Value 170,000.00
INCO Term : EXW - Bangalore 17,500.00
Packing and Forwarding : Inclusive IN: Integrated GST@18.00% 30,600.00
Insurance : YOUR A/C Total PO Value 2,18,100.00
Freight : To Pay
Delivery : Single
Mode of Transport : ROAD
Pay Term : 30 Days Credit from the date of Receipt
Insurance Clause:
Dispatch information should be furnished to Amara Raja Batteries and also notify to our insurers by Fax/Letter
Insurer's Address:
Special Instructions:
As per price contract and Email confirmation on 04.10.2018"
0118054359_6,"Purchase Order No: 1300008586 Dated : 05-OCT-2018 ,
General Instructions:
1. Receipt of goods from Monday to Saturday from 8.00 AM to 5.00 PM or as agreed upon.
2. The invoice material description should be same as our purchase order material description.
3. Quantity supplied by you should not exceed the quantity mentioned in the purchase order.
4. Please quote purchase order number and date in all your correspondence.
5. Our bankers address: State bank Of Hyderabad, PMR complex, Opp to Corporation office, Tirupati-5 17507, Ph-0877-220153.
6. In case of Excisable goods, Excise gate pass should be sent along with material.
7. Supplier should ensure that material supplied confirms to statutory & regulatory requirements.
8. Supplier should acknowledge receipt of purchase order and agreement of terms mentioned in purchase order. It is considered that all
purchase order terms are accepted unless otherwise specified in writing by the supplier with in seven days.
9. If the item is age-sensitive the supplier shall clearly mention the date of manufacturing and shelf-life. The available shelf-life shall be
more than 50% of material shelf-life from the date of dispatch.
10. In case of any denial/disallowance of Cenvat/Service tax credit and any penalty and/or interest on account of improper documents
from the vendor shall be borne by the vendor only.
11. Purchase or number and line serial number should be mentioned in the Invoice.
12. Our contact person should be informed of the date of dispatch of the material one day in advance.
13. Invoice number should be mentioned in all test reports.
14. Material should be packed in proper packing method as agreed.
15. The consignor need to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Central
Motor Vehicle Rules, 1989 and there after amendments - specifically pertaining to transportation of goods of dangerous or hazardous
nature to human life from Rule 129 to 137.
16. The consignor needs to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Gas
Cylinder Rules, 2004 and there after amendments specifically pertaining to general provisions under chapter II from Rule 3 to 28.
17. All the transport vehicles need to comply to the emission norms specified by Central Motor Vehicle Rules, 189 and need to obtain
renewed emission certificate issued by the competent authority.
18. All the transport vehicles in Amara Raja premises should follow the traffic rules strictly and the speed limit should be less than
20kmph.
19. Electronic Way Bill (e-Way Bill) is mandatory for all Interstate purchase transactions. Please get e -Way Bill from buyers before
dispatch the material through online by providing the necessary details and Amara Raja is not responsible for any material struck in CTO
office / on the way to Amara Raja.
Order Accepted
For MAINI MATERIALS MOVEMENT PVT. LTD. For AMARA RAJA BATTERIES LIMITE
je “or
Authorized Signatory Authorized Signatory
E&OE (Subject to Tirupati Jurisdiction)"
0118054857_1,"vi | '
mw). TAX INVOICE
i (Issued under Rule 7 & Section 31 of CGST Act, 2017) ORIGINAL FOR RECIPIENT -
AXIOM EV PRODUCTS PVT. LTD. |
Plot No. 70,71, Road No. 3, Phase |, 1.D.A., Cherlapally, ®
Hyderabad - 500 040, Telangana, India. Ir .
Tel : +91 40 2726 0555, Email :info@axiomevproducts.com - AXIOM |
Website : www.axiomevproducts.com ar
CIN No. - U74900TG2012PTC084590 = |
GSTIN No. : 36AALCA1548D1ZV 11805485/7
PAN : AALCA1548D
Consignee 3 GST INVOICE NO. Invoice Date: |
AMARA RAJA BATTERIES LTD - Haryana 2018-19/898 24-09-2018 :
Village dhumaspur 165/2/2/2/2,9/11 Buyer's Order No.
Haryana 122102 1300007708
India
Contact Phn. No: Despatch Document No. |
GSTI No: - State Code:06 EVSS/2018-19/763
Buyer (if Other than Consignee) Transporter Destination I
AMARA RAJA BATTERIES LTD - Haryana GATI LTD .
Village dhumaspur 165/2/2/2/2,9/11 Date & Time of Issue of Invoice Motor Vehicle No. '
paar 122102 24-09-2018 at 14:40:00 AP28U6915 | .
nda
Date & Time of Removal of Goods __| Gross Weight .
24-09-2018 at 18:00:00 97.50
State Code: 06 Net Weight |
GST! No: 06AABCA9264E2ZS 0.00 |
Whether the tax is payable on reverse wharge basis : , |
> Product Code Description Of Goods & Services HSN / SAC Qty UOM Amount qj
No CODE |
a es ls cl sh NetAssessable Value] | 1050.00]
|
| Grand Total: 121953.00
Grand Total (in words): Rupee One Lakh Twenty One Thousand Nine Hundred Fifty Three And Zero . |
Remarks - REF:08 CARTON BOXES (07X 04)01 BOX CONNECTORS DC PIN AXIOM LOGO WITH SB-50 CONNECTOR AS PER |
'_MAHINDRA PROFILE.WEIGHT:98KG'S
Comments - MR:DILEEP /7013332306. ¢
(VWugo No:— 50002] 792.3
Payment Terms : Payment - 15 Days credit from the date of Delivery/Invoice . A
| Do C- Vi 4/16 /2olP |
. $3 i
(7 a |
| 5 |
S|
Z eos —————_ |
Declaration: 1. /We Declare that th h | h Wa 4 we ~a48
eclaration: 1. € Declare that this invoice shows actual price of the AX IP DUC > pip "" a
Goods / Services described and the particulars are true For lOM — T oF ‘z 4
and correct. “= ~
2. Supply of Goods / Services in this Invoice shall be fh cy rf)
subjected to the jurisdiction of Hyderabad. Prep by . als ai Lie AY <7. © |
. WY Ag S77 i
AEPF/ACC-INV/960/01 —"
0118055518_1,"at
Delighting You Always
TAX INVOICE
(RENTAL)
CORPORATE OFFICE LOCAL BRANCH OFFICE
CANON INDIA PVT LTD CANON INDIA PVT. LTD.
7TH Floor Tower B, Building No-5 C/o FedEx Express TSCS (1) P Ltd
DLF Cyber Terrace , DLF Phase -3 ; D-16/1, Okhla Industria! Area,
Gurgaon-122002, Haryana 0 1 1 8 f) 5 5 5 1 5 Phase-il,
STATE NAME & CODE: STATE NAME & CODE: DELHI! , 07
HARYANA, HR GSTIN NO. 07AAACC4175D120
SERVICE TAX NO: AAACC4175DSD003
Invoice To Address Delivery Address GST Invoice Date
DLF181900011153
AMARA RAJA BATTERIES LIMITED. AMARA RAJA BATTERIES LIMITED. | _CustomerNo | Sac — «| ~—s PANNo. C=”
3rd floor, 36, Jorbagh 3rd floor, 36, Jorbagh | 46355 997314 — AAACC4175D
Near Jorbagh market, Near Jorbagh market, = |
New delhi - 110003, india New delhi - 110003, India Customer PAN No
a
GST NO : O7AABCA9264E12R 1 ~~ GST NO : O7AABCA9264£12ZR Lae | Mr Chandra Ms Sojanya |23394594
| New delhi
PO NO: 2200011895 |
po es ty S~™~—~dYSC(‘éiitprice”~=S=S«dESC*SC*CSOC~C*«*dCE*CWSC“‘C#STOM’SC=*ds
RTL-IR-ADV C3561 2,050.00} Ss 18 | C2050
SGST @ 9% 184.50
CGST @ 9%
otal (Inclusive of Taxes) | 2419)
Amount In Words: One thousand ninety seven only
024 39
pt 743 / \9/)
2. RTL-IR-ADV C356) - 20S0 X 1 = 2,050 X 12 = Rs.24,600/- for HO (per month price Rs. 2,050/-)
We do not accept payments made in cash Please Pay by cheque / DD in favour of CANON INDIA Pvt Ltd. at below branch
office address. Your machine is liable to be put under Stop Service, if the payment is not made within agreed
credit period as per terms of agreement.
Kindly send your payment advise to mentioned Email-id. For North - CIPLAR.NORTH@CANON.CO.IN,
FOR SOUTH - CIPLAR.SOUTH@CANON.CO.'N,FOR EAST - CIPLAR.EAST@CANON.CO.IN,
FOR WEST - CIPLAR. WEST@CANON.CO.IN
For Canon Ltd.
G -
<( | /\z
Customer Acknowledgement (Auth rized né oF )
Registered Office - (w.e.f. 01.07.2016) Canon India Private Limited, Unit No 214 to 218, 2nd Floor, Narain Manizil, Barakhamioa } ie Connaught Place, New Delhi
110001 —_
CIN NO - U74899DL1996PTCO83770 011-47192613/011-47192611 WWW.CANON.CO.IN
ER ae
' a ae “ fs
| APPROVED BYYT FOR Fay a
SS ae . J
- \""
ognative \9
ta -
Data K
JOj}Q15
Dat. ‘ho.
CANON INDIA PVT. LTD. DECORS |
Registered Office : Lint No, 214-218, 2nd Floor, Narain Manzil, Barakhamba Road, Connaught Ptsée7 New Delhi-110004, India.
Tel : 011-47192613 Fax : 01147192611 Website : www.canon.co,in CIN : U74889DL1996PTCO83770 ——
66 an ”
Turn over to find out how to make your business more productive"
0118055518_2,"|
Therefore Canon |
——e Delighting You Always |
Document Management Solution
Archive | Workflow | Retrieve | Analyze
JO.
, \ | / —
ek, Lo iL |
Manage a C f
I /
orate P NE
Callas : Y
t = / C
————————— NY
Se = | St
=a
—"
0118055518_3,"+
=
[1 [AMARARAJABATTERIESLTD-Deihi | —_60) 03-Nov-18)DLL-RENTALSALES [Invoice | 2200011895]Canon iR-ADV C356i_[2AMO0691 | __2050|Near Jorbagh market. New delhi | Nov-18[0.F181900011153 Open _"
0118055982_1,"Proprietary Material of M/s. AMARA RAJA GROUP OF COMPANIES, Tirupati.
All rights reserved. No copying permitted. Unauthorised use prohibited.
Ts
PAYMENT REQUISITION
AMARA RAJA : , 155982 Date:....4¢li2ti¢.......
a (Qeve
Please arrange Cash / Cheque /D-D. / PO. / F.B:D. for Rs...£ 2 OVO. cccccccssssssseesesesssrecseeee

Nan sR te eben ences |
towards... eight Cheages fer Ike Raocunemad of Epoxy Kes. Pony
Oe Ei |
, | M\ Go wo: 5000271222 |
infomnray D2... cesie®. + Ctel fem) Ne te eee ne |
|
Date of requirement: [| >|] 6 |
Passed by Verified by Countersigned by Requested by I"
0118055982_2,"12/13/2018 IVCargo - Print
APIR A.P. Travels and Cargo El Lay
Cargo PUNE CITY. aa get
Rn Mi Ph :020-66245182 Mobile No: 9552271921 / ee To
GSTN : OP oer
PARCEL RECEIPT
L.R.NO : 02228 Date : 05-12-2018 12:27 AM TO PAY
onsignor : onsignee : onsignor Copy
LECTROCOATING AND INSULATION |AMARA RAJA BATTERIES LIMITED ee eames
2022934052 9999999999 iPkgs: 100 ( TIN )
[From : PUNE CITY PUNE(PJN) __ [To : CHITTOOR ANDHRA PRADESH(--) _| eign au Wt: 1000
[Invoice No. 02184 [Parcel Value : 0 a | any harged Wt: a
Se  ro000
GSTN : 27AAACE9489L1ZW IGSTN : 37AABCA9264E1Z0_ a
[Remark : ANY NS""_Door Delivery | 9007
Terms and Condititions am \\ Door Pickup | =
1. Parcels / Luggages are carried at owner's risk. ate th LS :
2. In case the Parcel is lost or damaged in transit, the Company will not Belluble) Though every, dare shall be taken by the Unloading | 00.00
Company for safe Transportation of Parcels. Ve : }ILR Charge eS
3. Contraband article are not permitted to be carried in the yehicle. The luggage? parcels owners will bear sole
responsibility in case any objectionable contraband goods are found in the meses on chekup by Octroi, Excise andor i ee Se
any other authority. rhc yp""
4. We do not hold any other responsibility on the arrival of Parcel ( Luggage. Cost. eee
5. Unloading charges is to be bear by the receiving party."" ~ >"" ies NSGST fa ae
6. Luggage / Parcels should be collected within 24 hours ofits arrival failing which the management is not responsible for |
a See ee
Delivery At : Chittor Delivery Branch Contact : 9652123632 Mobile No: 9652123632 he
Receiver's Signature/Name"
0118055982_3,"12/13/2018 IVCargo - Print

i, ASP, Trravelsand Cargo
| . Chittor Delivery Branch CR No. |
 Kidinia Oilice : Oppad@ien Hada Truck Paine Ruka ydened ea |
pO ee ee ee
es ieee |

Received with thanks from AMARA RAJA BATTERIES LIMITED (undefined) an

amount of Rupees. Twelve ThousandTen only. |
_ towards the TO PAY Consignment delivery of LR No. 02228 from Stn:PUNE CITY- —
PJN Date :05-12-2018 |
_ Amount Paid @Booking Rs. 0 Amount Paid @ Delivery Rs 12010. |
| For A.P TRAVELS & CARGO.
__ Payment Mode :Cash N
| Rs.12010 ‘ |"
0118055982_4,"By Purchase Order
sla tft i (Domestic Revenue)
Supplier Code — : E0306 PO Number : 1100093175
Supplier Name _ : Electrocoating & Insulation Technologies, PO Date : 20-NOV-2018
Address : Behind Wipro Phase I, Amnd Number :0
: Plot Nol, Amnd Date : 20-NOV-2018
: Sno 228, Your Ref. Number
: Pune - 411057 Our Ref. Number
: Maharashtra , India Attachments :
: GST No:27AAACE9489L1 ZW Currency -INR
Contact Person : Buyer name : Bharathi P
Tel.No : 020-22933235 Contact No.
Email : pbi@amararaja.co.in
Invoice To: Ship To:
AMARA RAJA BATTERIES LIMITED AMARA RAJA BATTERIES LIMITED
INDUSTRIAL BATTERY DIVISION - I(KMVRLA) INDUSTRIAL BATTERY DIVISION - I(MVRLA)
NUNEGUNDLAPALLI ,BANGARUPALY AM NUNEGUNDLAPALLI ,BANGARUPALY AM
Chittoor - 517416 Chittoor - 517416
Andhra Pradesh , India Andhra Pradesh , India
GST No:::37AABCA9264EIZO GST No:37AABCA9264E1ZO
We are pleased to place the order for the following items, subject to terms and conditions hereunder and enclosed. The materials ordered below must
comply to all our specifications / requirements and terms & conditions.
[s.No.| ttem Code/Latest GR Dvltem DescriptiontewHSN Code |uoM| Rate | Ord | __schaty | _ senate _| Basic Value _|
1 103-002-00220 KG 242 300.000 300.000  —«:15-DEC-2018 72,600.00
EPOXY RESIN-ER 505 E-BLACK 39073010
4,000.00
IN: Integrated GST@18.00% 13,068.00
2 103-002-00221 KG 242 400.000 400.000 15-DEC-2018 96,800.00
EPOXY RESIN-ER 505 E-BRICK RED 39073010
4,000.00
IN: Integrated GST@18.00% 17,424.00
3 103-002-00222 KG 270 300.000 300.000 15-DEC-2018 81,000.00
EPOXY HARDENER-EH 269 E 29214290
4,000.00
IN: Integrated GST@18.00% 14,580.00
Terms & Conditions Total PO Basic Value 250,400.00
INCO Term : EXW - PUNE 12,000.00
Packing and Forwarding : Inclusive IN: Integrated GST@18.00% 45,072.00
Insurance : YOUR A/C Total PO Value 3,07,472.00
Freight : To Pay
Delivery : Single
Mode of Transport : ROAD
Pay Term : 30 Days Credit from the date of Receipt
Insurance Clause:
Dispatch information should be furnished to Amara Raja Batteries and also notify to our insurers by Fax/Letter"
0118055982_5,"Purchase Order No: 1100093175 Dated : 20-NOV-2018

General Instructions:

1. Receipt of goods from Monday to Saturday from 8.00 AM to 5.00 PM or as agreed upon.

2. The invoice material description should be same as our purchase order material description.

3. Quantity supplied by you should not exceed the quantity mentioned in the purchase order.

4. Please quote purchase order number and date in all your correspondence.

5. Our bankers address: State bank Of Hyderabad, PMR complex, Opp to Corporation office, Tirupati-5 17507, Ph-0877-220153.

6. In case of Excisable goods, Excise gate pass should be sent along with material.

7. Supplier should ensure that material supplied confirms to statutory & regulatory requirements.

8. Supplier should acknowledge receipt of purchase order and agreement of terms mentioned in purchase order. It is considered that all
purchase order terms are accepted unless otherwise specified in writing by the supplier with in seven days.

9. If the item is age-sensitive the supplier shall clearly mention the date of manufacturing and shelf-life. The available shelf-life shall be
more than 50% of material shelf-life from the date of dispatch.

10. In case of any denial/disallowance of Cenvat/Service tax credit and any penalty and/or interest on account of improper documents
from the vendor shall be borne by the vendor only.

11. Purchase or number and line serial number should be mentioned in the Invoice.

12. Our contact person should be informed of the date of dispatch of the material one day in advance.

13. Invoice number should be mentioned in all test reports.

14. Material should be packed in proper packing method as agreed.

15. The consignor need to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Central
Motor Vehicle Rules, 1989 and there after amendments - specifically pertaining to transportation of goods of dangerous or hazardous
nature to human life from Rule 129 to 137.

16. The consignor needs to ensure that the consignor/transporter is following the relevant requirements as per the provisions of Gas
Cylinder Rules, 2004 and there after amendments specifically pertaining to general provisions under chapter II from Rule 3 to 28.

17. All the transport vehicles need to comply to the emission norms specified by Central Motor Vehicle Rules, 189 and need to obtain
renewed emission certificate issued by the competent authority.

18. All the transport vehicles in Amara Raja premises should follow the traffic rules strictly and the speed limit should be less than
20kmph.

19. Electronic Way Bill (e-Way Bill) is mandatory for all Interstate purchase transactions. Please get e -Way Bill from buyers before
dispatch the material through online by providing the necessary details and Amara Raja is not responsible for any material struck in CTO
office / on the way to Amara Raja.

Order Accepted
For Electrocoating & Insulation Technologies, For AMARA RAJA BATTERIES LIMITED
jue yp)

uthorized Signatory Authorized Signatory
E&OE (Subject to Tirupati Jurisdiction)"
0118056537_1,"Proprietary Material of M/s. AMARA RAJA GROUP OF COMPANIES, Tirupati.
All rights reserved. No copying permitted. Unauthorised use prohibited.
~~ Dp PAYMENT REQUISITION ie
AMARA RAJA 0118056537 Date . 12.12... &.
ate 1 = _—
Please arrange Cash/Cheque/D.D./P.O./F.D.D. wink RZ
cs |
Rupees. «2. \aC......-& CAB AA errr, SVE A sevvneshV2ML al seesiasus AAA eesssesete
a p
4 ff A
! Hacky... TR ¥e.... MAN ccs sent essere
io \ P b
towards... F..9. n OON IR LP nd SOLANA MA arb GaSA
\ ‘
in prcsnete cs Sena SORA Dennen nine
Date of requirement : te i lAROAD. [F 5
Passed by Verified by ountersigned by Requested by
HLL
Lead Precipitator#####HHHHHHHHHHHHHHH == © 38119000 oe
Ss () () 0) Pe rT 550.00
5,733.00
IN: Integrated GST@18.00% 5,049.00
2 270-015-90003 KG 55 100.000 100.000 0S-NOV-2018 5,500.00
Coagulant######HHHHHHHHHHHHHH HHH EHH HH 28332210
gst pack charges 110.00
1,000.00
IN: Integrated GST@18.00% 1,009.80
In Words: FORTY SIX THOUSAND FOUR HUNDRED FIFTY ONE Rupees EIGHTY Paise
Terms & Conditions Total PO Basic Value 33,000.00
INCO Term : EXW - Thane gst pack charges 660.00
Packing and Forwarding : Inclusive 6,733.00
Insurance : ARBL IN: Integrated GST@18.00% 6,058.80
Freight : To Pay Total PO Value 46,451.80
Delivery : Single
Mode of Transport : ROAD
Pay Term : 4SDays credit from date of invoice
Insurance Clause:
Dispatch information should be furnished to Amara Raja Batteries and also notify to our insurers by Fax/Letter
Insurer's Address:"
0118056537_2,"Fe | IDELIVERY RECEIPT MOTE CRNo. | |
PAN No. AAACV15590 SYSTEM GENERATED NOT ACCEPT IF HAND WRITTEN ‘
| Ww V-TRANS SAC 996511 DELIVERY TYPE © | DELIVERY OFFICE — DATE oF lil |
 SS= Driving Excellence a ee ee ee a i
V-Trans (India) Ltd. ISO 9001 : 2015 CERTIFIED COMPANY eo - : ce” ISIPTT © 6 D |
| Regd. Off.: 99/101 Keshavji Naik Road, New Chinch Bunder, Mumbai 400009 India = ee ae = ee ee ——
""SERVICE PROVIDER : | 634 | | |
CONSIGNEE(SHIPPEDTO) = TO FY oan S| 6433.
 AMaAReRATA BATIERIS gas
| BILLED TO ( SERVICE RECEIVER ) ITOU __ | | :
- | by — |
LRN OELGWEPY i | i
| en and aula ; as ‘ 3 : sensei Goods received in andes | 6 “ER 4 > eo 3
remarks: BVKThoud Seover fet Thine For rans nid ti.
CIRCE ORLA = «9©9©§©—- MAKE ALL PAYMENTS THROUGH CROSSED CHEQUE IN FAVOR OF V-TRANS ( INBSA LTD. _ :"
0118056537_3,"Dp Purchase Order
aaa (Domestic Revenue)
Supplier Code; 110028 PO Number : 1100092192
Supplier Name; iH#YDROCHEM SYSTEMS INDIA PVT LTD PO Date : 26-OCT-2018
Address : W-47, Industrial Area, Amnd Number 0
: M.L.D.C Phase-Il, Amnd Date : 26-OCT-2018
: Near Abhinav Vidyalay, Your Ref. Number
: Thane. - 421201 Our Ref. Number
: Maharashtra , India Attachments :
: GST No:27 AABCHO155P1ZF Currency > INR
Contact Person : Mr.Hemanth Desai Buyer name : Maheswari V
Tel.No - 09321751276 Contact No.
Email : vmh@amararaja.co.in
Invoice To: Ship To:
AMARA RAJA BATTERIES LTD AMARA RAJA BATTERIES LTD
AUTOMOTIVE BATTERY DIVISION UNIT-II AUTOMOTIVE BATTERY DIVISION UNIT-II
NUNEGUNDLAPALLI ,BANGARUPALYAM NUNEGUNDLAPALLI ,BANGARUPALYAM
Chittoor - 517416 Chittoor - 517416
Andhra Pradesh , India Andhra Pradesh , India
GST No:::37AABCA9264E1ZO GST No:37 AABCA9264E1ZO
We are pleased to place the order for the following items, subject to terms and conditions hereunder and enclosed. The materials ordered below must
[SNo.| tem Code/Latest GR Dv/ltem DescriptiontexH'SN Code [UO] —_Rate__| __Ordqry | __schory | SchDate__| Basic Value _
1 270-015-90004 KG 55 500.000 500.000 OS-NOV-2018 27,500.00
Lead Precipitator#####H#HHHHHH HHA HHHH 38119000
gst pack charges 550.00
5,733.00
IN: Integrated GST@18.00% 5,049.00
2 270-015-90003 KG 55 100.000 100.000 0S-NOV-2018 5,500.00
Coagulantit#### HHHHHHHH HHH HHHH HHH HHH HHH 28332210
gst pack charges 110.00
1,000.00
IN: Integrated GST@18.00% 1,009.80
Terms & Conditions Total PO Basic Value 33,000.00
INCO Term : EXW - Thane gst pack charges 660.00
Packing and Forwarding : Inclusive 6,733.00
Insurance : ARBL IN: Integrated GST@18.00% 6,058.80
Freight : To Pay Total PO Value 46,451.80
Delivery : Single
Mode of Transport : ROAD
Pay Term : 4SDays credit from date of invoice
Insurance Clause:
Dispatch information should be furnished to Amara Raja Batteries and also notify to our insurers by Fax/Letter"
