Invoice,Text
0118123216_1,"| GST INVOICE we
/ | Pondy Oxides and Chemicals Limited POC LL
Smelter Division 1
| G17 to G19 & G30 to G32,Sipcot Industrial Park Mambakkam,Sriperumbudur-602105, Tamil Nadu, India
| ! ! (Under Rule 7 of GST Act, 2017) Original for Recipient
| | . , |
GSTIN Number/Unique ID 33AAACP5102D375 Transportation Mode: (Apply for Supply of Goods only) |
Veh.No: TN 34 A 1255
Tax is Payable On Reverse Charge:(Yes/No) |
Invoice No : SMD879 Place of Supply: Chittoor |
| Invoice Date: 10-12-2018 Despatch Through D Prakash Transport
Amended Date : |
Details of Receiver (Billed To) Details of Consignee (Shipped to) |
M/s. AMARA RAJA BATTERIES LIMITED M/s. AMARA RAJA BATTERIES LIMITED :
smal Battery “tla Unit I Small Battery Division Unit II |
unegundiapalll, Nunegundlapalli, Bangarupalyam, ee
| Bangarupalyam, | Chittoor - 517 416 0 L 1 O 1 2 3 2 1 b
| State Code: 37 | GSTIN Number: 2
_GSTIN Number: 37AABCA9264E1Z0 | poe ee,
Sl. Description HSN Code — Quantity Rate Taxable Value
___No of Goods a | | | in MT. per MT | in Rs.
1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 | 32,77,628.760 |
| | |
| | ha | |
| | D |
| | - A OO Vt
PO 2D | \ \y
| Total 32,77,628.760 —
‘Total Tax Payable Rs, 58997318 “a —  egst@ti(‘aU
| Rupees in words —— i ore se eT} — :
_ SGST |
| FIVE LAKIT LIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY cxsmasinannanecncessuciabessamegagges eT SUNN A Seok Paty .
THREE AND PAISE EIGHTEEN ONLY IGST@ig00 | - 5,89,973.180
| Invoice Value Rs. 38,67,602.00 ' re Freight | | hie | 3
| Rupees in words SS -Round off a | | 0.060 |
| THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND Ee, ree |
Two ont oo tivoice Total 38 67,602.000
| Amount of Tax Subject to Reverse Charge
| Certified that the Particulars given above are true and correct | Electronic Referene Number: |
""Kindly verify your GSTIN Noiscorrectornot,ifanychange | !
| inform us within 24 hours. "" !
Terms & Conditions For Pondy Oxides & Chemicals Limited —
1. Interest @ 18% per annum will be charyed on all bills If not pald !
by the due date.
2. Goods once sold cannot be taken back or exchanged for any reason. Y —
3. Goods are carefully checked and packed and are consigned at your risk, |
We are not responsible for any loss, damage or piliferage in transit. |
4. Subject to Chennai Jurisdiction only. Authorised Signatory
5. No rate difference will be accepted once goods delivered. Name: PREMJI GEORGE |
Designation: DEPUTY GENERAL MANAGER !"
0118123216_10,"- GST INVOICE | ae
. oO Pondy Oxides and Chemicals Limited pP ( Cc LL |
Smelter Division I ;
S| GI 7to G19 & G30 to G32,Sipcot Industrial Park Mambakkam,Sriperumbudur-6021 05, Tamil Nadu, India !
: (Under Rule 7 of GST Act, 2017) Original for Recipient |
a ct |
GSTIN Number/Unique ID 33AAACP5102D375 Transportation Mode: (Apply for Supply of Goods only) i
, Veh.No: TN 34 A 1255 |
Tax is Payable On Reverse Charge:(Yes/No) . |
InvoiceNo : SMD879 Place of Supply: Chittoor !
Invoice Date: 10-12-2018 Despatch Through D Prakash Transport |
PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018 |
Amended Date : !
Details of Receiver (Billed To) Details of Consignee (Shippedto) == |
M/S. AMARA RAJA BATTERIES LIMITED M/s. AMARA RAJA BATTERIES LIMITED |
Small Battery Division Unit II Small Battery Division Unit II !
Nunegundlapalli, Nunegundlapalli, Bangarupalyam,
Bangarupalyam, Chittoor - 517 416 |
State Code: 37 |
GSTIN Number: — 37AABCA9264E1Z0 _ a ee See, !
SI. Description HSN Code == Quantity | Rate | Taxable Value |
je NO JOR GO0dS a ee en eb MT | perMT ins.
| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19,770 | 165788 | 32,77,628.760 |
| | | | | 1 [i
| | | | | ! |
| | | | | | |
P| | | |
p | | | !
Total 32,77,628.760 |
a |
Total Tay Payable Rs. 5,89,9/3,18 CGST @ |
Rupees In words —-scst@!” ee
FIVE LAKH EIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY / _ _ sett cecntcccianieee-|
| THREE AND PAISE EIGHTEEN ONLY IGST @ 18.00 9/89,973.180 |
‘Invoice Value Rs. 38,67,602.00 Treight |
| Rupees in words - -Roundoff == titCtCSCSsSstsSStS 0.060 |
THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND 38,67,602.000 ©
[Toon vice Total | 38,67,602.000 |
| Amount of Tax Subject to Reverse Charge secittestetittecicameecnneerumramnaranecl
Certified that the Particulars given above are true and correct Electronic Referene Number: |
""Kindly verify your GSTIN No is correct or not _ if-any change ~ —_ a |
inform us within 24 hours, "" :
‘Terms & Conditions For Pondy Oxides & Chemicals Limited
1, Interest @ 18% per annum will be charged on all bills if not paid |
by the due date. |
2. Goods once sold cannot be taken back or exchanged for any reason. by, ~ |
3. Goods are carefully checked and packed and are consigned at your risk, c |
We are not responsible for any loss, datnage or plliferage in transit. |
4. Subject to Chennai Jurisdiction only. | Authorised Signatory
5. No rate difference will be accepted once goods delivered. Name: PREMJI GEORGE !
Designation: DEPUTY GENERAL MANAGER |"
0118123216_11,"gy GST INVOICE 7
. pO Pondy Oxides and Chemicals Limited POC LL
| Smelter Division I
SY G17 to G19 & G30 to G32,Sipcot Industrial Park Mambakkam,Sriperumbudur-602105,Tamil Nadu, India !
| (Under Rule 7 of GST Act, 2017) Original for Recipient |
_GSTIN Number/Unique ID 33AAACP5102D375 | Transportation Mode: (Apply for Supply of Goods only) i
; Veh.No: TN 34 A 1255
Tax is Payable On Reverse Charge:(Yes/No) |
Invoice No ; SMD879 Place of Supply: Chittoor !
| Invoice Date: 10-12-2018 Despatch Through D Prakash Transport |
| PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018
Amended Date : |
| Details of Receiver (Billed To) Details of Consignee (Shipped to) |
SO |e RR  __ ES)
M/s. AMARA RAJA BATTERIES LIMITED M/s. AMARA RAJA BATTERIES LIMITED
small Battery Division Unit II Small Battery Division Unit II
Nunegundlapalli, Nunegundlapalli, Bangarupalyam, |
Bangarupalyam, Chittoor - 517 416 |
Chittoor - 517 416 State Code: 37 |
State Code: 37 GSTIN Number: !
GSTIN Number: _37AABCA9264E120 |
Si. Description HSN Code Quantity | Rate | Taxable Value |
_ NoofGoods oe in MT, per MT | in Rs.
| 1 Lead Calcium Tin (0.4%) Aluminium Alloy 7801 9930 | 19.770 | 165788 | = 32,77,628.760, |
| | | | !
ee | | ! | |
! 1 | i . |
| | i | |
| | |
|
| : | | |
| | | | | | |
| | | | 7
| ! | | .
| | | | | | i
pT
Total 32,77,628.760 |
‘Total Tax Payable Rs, 5,89,973.18. CEST @ |
Rupees in words SGST @ |
FIVE LAKH EIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY cern ene ee eeere e
| THREE AND PAISE EIGHTEEN ONLY IGST @ 18.00 5,89,973.180 |
| ee a nafentth annie sees meee neeeseeenesne.|
' Invoice Value Rs. 38,67,602.00 Freight !
| Rupees in words — ""Roundoff.t~<CSsStststSS GD |
| THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND - 38 67.602.000
-TwO.oNLy 0 Invoice Total = 38,67,602.000
| Amount of Tax Subject to Reverse Charge 7
| Certified that the Particulars given above are true and correct Electronic Referene Number: |
""Kindly verify your GSTIN No is correct or not , if any change EEE :
inform us within 24 hours. "" !
oe |
Terms & Conditions For Pondy Oxides & Chemicals Limited |
1, Interest @ 18% per annum will be charged on all bills if not paid |
by the due date,
2. Goods once sold cannot be taken back or exchanged for any reason. WY) — L
| 3. Goods are carefully checked and packed and are consigned at your risk, c
We are not responsible for any loss, damage or piliferage in transit.
4, Subject to Chennai Jurisdiction only. | Authorised Signatory
5. No rate difference will be accepted once goods delivered. Name: PREMJI GEORGE i
Designation : DEPUTY GENERAL MANAGER |"
0118123216_2,"~ PONDY OXIDES & CHEMICALS LIMITED POCL”
| . Smelter Division
Ref: POCL /2018-19 — 528 10"" December 2018
M/S. Amara Raja Batteries Limited
Small Battery Division Unit — II
Nunegundlapalli, Bangarupalyam,
Chittoor — 517 416.
Andhra Pradesh.
GSTIN No: 37AABCA9264E1ZO
Dear Sir,
Sub: Supply Lead Calcium Aluminium Alloy
| We would like to inform you that we have dispatched the inaterial as per tne
| following details given below, please send our Payment as per the due date.
| a é
| 1 Name of the Product | Lead Caicium Tin (0.4%) Aluminium Alloy
| Purchase Order No | 1100092782, Dt.01.12.18
| 3 Invoice No. & Date SMD87&, Dt. 10.12.18
| 4 Qty. In Kgs 19,770k3s
Value in Rs. Rs. 38,67,G02/-
| 6 Transporter Name D Prakash Transport
| 7 5700
| 8 GSTIN No 33AAACP5102D3Z5
|
| Thanking you,
| 3
Yours faithfully,
| For Pondy Oxides & Chemicals Ltd., | |
|
OZ ,
| Authorised Signatory
| 98843 05818
| smd@pocl.co. In |
Encl: As above
BSI a™ Plot No : G17 - G19 & G30 - G32, SIPCOT Industrial Park, Sriperumputhur, Mampakkam,
Kancheepuram Dist - 602 105. Phone: +91 - 44 - 2716 8064; 2716 8065,
} Fax : +91 - 44 - 2716 8066, E-mail : info@pocl.co.in Web : www.pocl.co.in
| TIN No. : 33651681326 / CST No. : 764540 / 2003 - 2004
| CIN No. : L24294TN1995PLC030586"
0118123216_3,"Packing List
a Date fao.az.208 |
Product: (|0.4%Sn |
INVNo:  |smps79 |
INoofPcs: [813 Le
Qty:-(MT) 19.770 aa
Bundle No.
_Ecaisoo4 | 1 | 1017 )
po 1017
a 3
Po z
ee 5
as 6 1008
ee 7
es 8
ee ek: ee |
po 0 | 1007
pS 12
PS 13
| Pe 14
a 15
T1020
po T1042
pS 18
19
| POT AL
/ Se mb ; A)
>_/ SripekumbudyéAA4> |
A Sw eRe
| 1o-0*°
qb"
0118123216_4,"| — '
QmrEATIERIES Lrp |
fae “ENTRY SL. Nor SG
f SS ils, ee mmpencasmess Ag
[°7 wandllla UX meio
. * || SECURITY CHECKED tm |] * |
son Sec.2mp.Code Ho:.LaQ.0O7N Ay S |
| Ny * Signature: Bb oN,
| me ) Ce ee
| * a PARUIPALEN!,
MAZe
SG0-*—
207
foment
that 2"
0118123216_5,"| AMARA RAJA BATTERIES LIMITED.UNIT-II
Nunegundla Palli, Bangarupalyam,
Chittoor-517416, Andhra Pradeesh, India.
Ticket
Print Date 11/12/2018 08:53:19 AM
Transaction Number 6795
Truck Number TN34A1255
Product Code 00006 Product Name LEAD CALCIUM ALUMINIUM AL
Supplier Code 00012 Supplier Name PONDY OXIDE AND CHEMICALS
Transporter Code 00007 Transporter Name D PRAKASH TRANSPORT
Challan Number 879 Challan Date 10/12/2018 Challan Weight 19 770 kg
Miscellaneous
DeliveryNoteNumber
Shift A
Date In 11/12/2018 Time In 07:35:57 AM Gross Weight 28 750 kg
Date Out 11/12/2018 Time Out 08:53:14 AM Tare Weight 8930 kg
Net Weight 19820 kg
Operator Signature"
0118123216_6,"~~ ~~ ~ -
re s97727 FZ
So ifs aeorte =i
| a2 e2as5scu0q BIS
er SareVvranr
Qo” = O'S Oe 36/3
co sone te Sip
be’ Zz coo aie
Bo e20s08 2
Oso e532"" 6E6& ro
se 8&8 Co & @
— rr oO o —|5
=o 3 = | Sie
SS e N/5
is ™ S
o
— —
oo oo |
Ci
se
9 wodoo4 a
a ISSOF ot
a. -“SSee gS
es 5 ArdnsF =
~ ay o =
i 5 a
ns 7 an
Ao a
=I 5 > >
> B = a
—
= or >
5:
| QO PaD a 25
| Fois Sao
o =Qsc ee
| S BEY SE nT
| z 2 ae SE
s ! Ses 2 = 5 >
° oo THE DD
S 1 = ""ea z28 wo
| nM oO id 2 > do
icy Og’ S BES
S ys © Swe
= dq 5
2 SEA
° —~CUo? oS
om © pm
er eg ae Ss
ROSS Bo
eon. FSS
=> >O it
arn BBO
Ore a
| ca >
a =
a2rzZzZz os
QEaGS
aos,
SS Om
SS a
zc s
g= 3
> >
! a
6
xX
a
S
a"
0118123216_7,"D.PRAKASH TRANSPORT
Arakkonam to Kanchipuram Road, Arigalabadi Village, Via Takkolam, Arakkonam Taluk - 631 154 |
100 —- Cell: 9789218907, 9751761402, 9345446994 ‘i |
oNo : 9 | ae ‘eis , ahs a MOE oe eas Date :fo.1> A
Gonsignor wis Fords oNCiclos, hemitas, \ud Consignee M/S Rone Rare Betrevie, M49.
Giatlns. dro \elrr Sver Tod) Gerla Sralh Gabor Gisision yee ls |
anal aan | Sy Rercemsudiin -Gortos Wenea unde pally Gengoareteliian, heedy
Party's TIN PEO rods tslacsonee nee hse ee Party’s TIN BOO apc esciei to Cay ani ates |
| STINO oeesscsedeseseccesseesssssnneestinfens cece LOMTY NO... MAA et, Pod catia ate
f © yateeha ie ER OR
_ No.of: Naa ? Weight Rate Freight
| a cstne aie ee 12 athe M.Ton Kgs. Rs. Ps.| . Rs. Ps.}i
hyo ek ead Gdcium Shot FAN et ee te | aa
Pv. wo: SeDSTA Mjorr-te
PH: sep)». char es ean
ft One nitind ares :
i incclasab al Pathe |
SERVICE TAX 2.55% AFTER ABATEMENT OF |
7 GROSS AMOUNT PAYABLE................... IS
TO BE PAID EXTRA BY THE CONSIGNORY
ore consouren eRe TS
3 sorage, damage cased curngrrnat__OOGUMENT. NENTS""
TO/PAY/PAID/PAYMENT AT ARAKKONAM “ath hs . TOTAL :
I/We do hereby certify that I/We have satisfied myself / Ourselves that the description etc. of the goods tendered above aré correctly entered °
and I/We shall abide by the rules and conditions of the company as recorded on the reverse.
; : if —— For en TRANSAORT
Signature eee AE oD
paris (UNLOADING BY PARTY) = ="
0118123216_8,"| GST INVOICE ~~ ®
Pondy Oxides and Chemicals Limited POC | |
| Smelter Division I |
| G17 to G19 & G30 to G32,Sipcot Industrial Park Mambakkam,Sriperumbudur-602105, Tamil Nadu, India Duplicate for Tahaparien
(Under Rule 7 of GST Act, 2017) |
| ; ; Sonne ae :
| GSTIN Number/Unique ID 33AAACP5102D3Z5 bs ga Mode: (Apply for Supply of Goods only)
| Tax is Payable On Reverse Charge:(Yes/No) | Ney: ae see
‘Invoice No : SMD879 _ Place of Supply: Chittoor
| Invoice Date: 10-12-2018 | Despatch Through D Prakash Transport |
~PONo &Date 1100093782 / 01-12-2018 | LR No & Date 5700 / 10-12-2018 |
_Amended Date : |
| Details of Receiver (Billed To) Details of Consignee (Shipped to)
_M/s. AMARA RAJA BATTERIES LIMITED | M/s. AMARA RAJA BATTERIES LIMITED
| Small Battery Division Unit II _ Small Battery Division Unit I] |
| Nunegundlapalli, _ Nunegundlapalli, Bangarupalyam,
| Bangarupalyam, _ Chittoor - 517 416
| Chittoor - 517 416
| State Code:
| State Code: 37 ve bin ou
GSTIN Number: 37AABCA9264EiZ0 GSTIN Number: 37AABCA9Z264E1Z0 |
Sl. Description HSN Code | Quantity | Rate Taxable Value
| No of Goods | | in MT | per MT — in Rs.
1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 165788 32,77,628.760 |
| | | | |
| | | | | |
| | | | |
|
| ' i
| Total 32,77,628.760
Pa ee ca re ce eae Read Roo Taig BE hah Ft Va Et en a “Ag te rere ge ai aoe an PL al ra
| Total Tax Payable Rs. 5,89,973.18 | CGST @ |
|
| Rupees in words ' ee a ss ggst@> | tines yd
| FIVE LAKH FIGHTY NINE THOUSAND NINEHUNDRED ANDSEVENTY | |
THREE AND PAISE EIGHTEEN ONLY IGST @ 18,00 5,89,973.180
| THYSIeeN/aIGE Rs. 38,67,602.00 > SERGI ssl ae
Rupees in words Round off - — ee Oboe
THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND Invoice Total 38.67,602.000 ~
Te ea hath a Nc ae oe ls ee ee ee | Shane ee
_ Amount of Tax Subject to Reverse Charge : cial ete
| Certified that the Particulars given above are true and correct | Electronic Referene Number:
""Kindly verify your GSTIN No is correct or not , if any change EO ae SONI eee en poe Ree Ye
‘inform us within 24 hours. "" |
‘Terms & Conditions oping ame inne Re |< uninenbayle Ua aie pee pera gerne es CHERNTERI LIMIT
1. Interest @ 18% per annum will be charged on all bills if not paid | |
by the due date. | =
2. Goods once sold cannot be taken back or exchanged for any reason. i) ae
3. Goods are carefully checked and packed and are consigned at your risk, | :
We dre nol responsible for any loss, damage or plliferage In transit.
4. Subject to Chennai Jurisdiction only. Authorised Signatory
5. No rate difference will be accepted once goods delivered. | Name: PREMJI GEORGE |
| Designation: = DEPUTY GENERAL MANAGER"
0118123216_9,"[eee ietetias en
i GST INVOICE eR
"" | ) Pondy Oxides and Chemicals Limited P OC LL
| | Smelter Division I
. | GI7 to G19 & G30 to G32,Sipcot Industrial Park Mambakkam,Sriperumbudur-602105, Tamil Nadu, India
| (Under Rule 7 of GST Act, 2017) Original for Recipient )
| GSTIN Number/Unique ID 33AAACP5102D375 Transportation Mode: (Apply for Supply of Goods only) :
. Veh.No: TN 34 A 1255
| Tax is Payable On Reverse Charge:(Yes/No) |
Invoice No : SMD879 Place of Supply: Chittoor |
Invoice Date: 10-12-2018 Despatch Through D Prakash Transport |
PO No & Date 1100093782 / 01-12-2018 LR No & Date 5700 / 10-12-2018
Amended Date : .
| Details of Receiver (Billed To) | Details of Consignee (Shipped to) |
Ee ge enna a eee
M/s. AMARA RAJA BATTERIES LIMITED M/s. AMARA RAJA BATTERIES LIMITED |
Small Battery Division Unit II Small Battery Division Unit II |
Nunegundlapalli, Nunegundlapalli, Bangarupalyam, |
Bangarupalyam, Chittoor - 517 416 |
State Code: 37 . |
| GSTIN Number: — 37AABCA9264E1zZ0 Le a TORO MO .
I S|. Description HSN Code | Quantity | Rate Taxable Value |
_ NoofGoods - cccccnrfeennaenmcae in MT per MT | IN Rs, |
1 Lead Calcium Tin (0.4%) Aluminium Alloy 78019930 19.770 | 165788 | 32,77,628.760, |
| | | |
! | | ! | | |
| | | | | ! |
|
Po : | i
,
| |
PO : |
; | | | !
p | | |
Total 32,77,628.760 |
‘Total Tax Payable Rs, -5,89,973.18. pCa @ !
t , * ee rn a ne cine coef
Rupees in words SGST @ !
FIVE LAKH EIGHTY NINE THOUSAND NINE HUNDRED AND SEVENTY en
| THREE AND PAISE EIGHTEEN ONLY IGST @ 18.00 5,89,973.180 |
| Invoice Value Rs. 38,67,602.00 Freight —_
| Rupees in words — ""Roundoff. S|ttt~=~CSstststSS 0G |
THIRTY EIGHT LAKH SIXTY SEVEN THOUSAND SIX HUNDRED AND OO 67.602.000 -
RRR Bo et sory seven Hou ucnonED A> Civic Total i 38676 a
Amount of Tax Subject to Reverse Charge
| Certified that the Particulars given above are true and correct Electronic Referene Number: |
""Kindly verify your GSTIN No is correct or not, ifany change A eee |
inform us within 24 hours. "" |
en es Oren ee eee Nene on eons eee Fe |
| Terms & Conditions For Pondy Oxides & Chemicals Limited _
| 1, Interest @ 18% per annum will be charged on all bills if not paid
| by the due date. |
2. Goods once sold cannot be taken back or exchanged for any reason. Y —f
3. Goods are carefully checked and packed and are consigned at your risk,
We are not responsible for any luss, damage or piliferage in transit.
4. Subject to Chennai Jurisdiction only. Authorised Signatory,
| 5. No rate difference will be accepted once goods delivered, Name: PREMJI GEORGE |
| Designation : DEPUTY GENERAL MANAGER }"
0118141590-Compltd_1,"9 aN
teal et
22/5
— @ =
5 3 (8
a2
x >
N
-~ @ |e — —
2s 1% x o~
SS gi Ls
Sw |o x °
+x N 3 oo
5 2 |g > =
a : © ood
fé ls s .
a 2 € cS
Oo °o od
eae t SIE vo
Sage Rix
oy a cS
| = =
o| = 2S
| £_ |
oo; 2
£| 32
c| s
=| 3 |
G9, SW |S S
ac o 4.|7 ot
5| 5 =
u| =
-
g| 2
sl Oo [A
a g oO)
iS illz
e| 2 |:
o = SN
El
=| § |e
a £ co
a a
s| = |e
a ee
vu w
a va co
She als
co _
ao
a
ro]
ee
uu
a a
ae
7s oc
al =
ee =
a c x >
=i 22 s\\ ¥8
> B\\ 58
= a
ca Oo
5 z 5
a = Go an
a
Coe
sgia
SS |s
> 8
a
=
a |x 7
io |> -
9 < x
= |2 =
gz a o Oo
a 7. ££ O
co wo wv WY
s 5 Sie
3 a ES
Ss 2 Lae §
R e \ So
. a
3 (5
Ee nN
3 8 3
Zz
S a
° So 3
a. D =
= s.
c
4 £
oO"
0118141590-Compltd_2,"Cc Poy, Tax Invoice (ORIGINAL FOR RECIPIENT)
“AUTC MARK Invoice No. e-Way Bill No. Dated |
|#76/1,Keerthi Complex | ScrS/3/18-19 24-Aug-2018 |

Bye Pass Road Delivery Note Mode/Terms of Payment
Hosur
| 9629979826 |__ : _ _
| GSTIN/UIN: 33AASFA0694A1ZP Supplier's Ref. | Other Reference(s)
State Name: Tamil Nadu, Code : 33 ‘MR:
| E-Mail : automarkhosur@yahoo. in / | Fuvers OndarN _MR:S.M.ASLAM(944466007) |
Consignee | uyer's Order No. Dated |
GRAVITA INDIA LIMITED .1900001391 24-Aug-2018
SY NO.NO.233/15 TO 233/30, Despatch Document No. Delivery Note Date
| TIRUTHANI ROAD ARC LIMITED
VIIAGE-ANANTHAPURAM, | I oe
PO-NARASINGARAYANIPETTAH Despatched through | Destination
| DISTRICT-CHITTOOR | _CHITTOOR.AP
| ANDHRAPRADESH Bill of Lading/LR-RR No. Motor Vehicle No. |
GSTIN/UIN > 37AAACG6753F1ZL ‘dt. 24-Auq-2018 KA01B30
State Name : Andhra Pradesh, Code : 37 —_- i So70
Buyer (if other than consignee)
AMARA RAJA BATTERIES LTD
KARAKAMBADI
TIRUPATHI
| ANDHARAPRADESH | |
| Coimbatore |
GSTIN/UIN : 37AABCA9264E1Z0 | : |
State Name : Andhra Pradesh, Code : 37 | |
|
SI) Description of Goods HSN/SAC Quantity Rate per Amount
No. | | | —
1 Scarp Batteries-2wr 85481090 | 1,040 KGS 4 89.89 | KGS 93,485.60
2 Scrap Batteries-4wr 85481090 | 6,500 KGS | 7 | KGS 6,10,545.00
| | | | 7,04,030.60
|
| IGST 1,26,725.51 |
| | Less: Round Off (-)0.11
| |
| | | | | |
| Total 7,540 KGS | ~ 8,30,756.00
Amount Chargeable (in words) - . E&OE
_INR Eight Lakh Thirty Thousand Seven Hundred Fifty Six Only
[ HSN/SAC | Taxable |  IntegratedTax | Total |
_Value__| Rate Amount | Tax Amount
/85481090 7,04,030.60 18%, 1,26,725.51 1,26,725.51
| Total 7,04,030.60 1,26,725.51  1,26,725.51.
—
| Tax Amount (in words) : INR One Lakh Twenty Six Thousand Seven Hundred Twenty Five and Fifty One
| paise Only |
‘Company's VATTIN _—_:: 33103365597 |
| Company's CST No. > 10647098/30.06.2010
Buyer's VAT TIN is
Buyer's CST No. i 8
Company's PAN : AASFA0694A
| Declaration for AUTOMARK
| We declare that this invoice shows the actual price of the ee QO * |
| goods described and that all particulars are true and correct. py . |
| | Yh 1! AuthyrigedSigtiatory
¥ vy o 5435
This transaction is generated from ATS. ae» We °5 ao
hy ce\\: 7"
0118141590-Compltd_3,"Print window https://mail.yahoo.com/d/folders/1/messages/23395
Subject: RE: conformation for scarp batteries
From: vishal.goel@gravitaindia.com
To: automarkhosur@yahoo.in
Date: Friday, 24 August, 2018, 6:41:00 PM IST
Ok
Warm Regards
Vishal Goel
(General Manager-Procurement)
Direct no. +91-141-4057352 | Mobile +91-9116610206
GRAVITA
From: Automark Hosur <automarkhosur@yahoo.in>
Sent: 24 August 2018 18:28
To: Vishal Goel <vishal.goel@gravitaindia.com>
Subject: conformation for scarp batteries
Dear sir:
we have loaded scarp batteries,and also attached the invoice copies
so pls conform to your side
Regards
Automark _
Hosur
1 of 2 24-08-2018, 18:41"
0118141590-Compltd_4,"3 :
om -
act N -
rah
ojos = i
~ a + 2
3 = 28 oa
z cere 4 e a s
le] @P ld » 9s SMBS | i
A s sla} 3 2 ¢)] £. § |
el] GN Ge GABP AR GAH
= £ aa ge ge 3 = &
8/s|sls ii oy sis 2 | 03 §
lel |slelgt]~ 28 - 282 e | §
2/=/28/§ S sat gut E =.” 3
“ISS SiEE/F 2 | FES Ps a
£
5 fa| 2
S ae ef
st E as
a 5 oak Zs
—_ se
Sf | ee} | a]
OG | .| s #23 2% 33
moisl = - pare. ef
apy 3) ot Fe gayi] o- [ee
m> |< 3 oases ie
ES el ly ete rE
< Vv © bi: ~ ,f23 28 a 2
mo | Z.215 76: a1) = ae
a =< qltihy = = a3] $oP grey
<= ajsito me EF ef] Be 48E2
cs Z\2 iu s 2 rh & Sed
wm | 22888, 24343 i] gyc fa""
Zl oR Ae 2) p_ S843
o oe ¥ e > °F oO
Bl, ‘gates : ~ *
qa [Ye S238 ee: =
2 3| 32 seis Je] i:
2] O18 Ger” < 2 5
q?]/ |2 =U 3 g) eg
Gi} FS - EM elF we
XN £ £ § S| > z
S: = © 23 “|i >
< eg 2
Bo em le| i
a
oO OF <"
0318001928_1,". TAX INVOICE (ORIGINAL FOR RECIPIENT)
DEVI ENTERPRISES (2018-19) | Invoice No. ‘Dated
-H.O. Flat .No. 307, Dharwada Towers, DE/RJY/18/0279 (§-Jun-2018 |
: Neger, So es ork Liisa Delivery Note Mode/Terms of Payment
PH NO:0883-6666930 : Rjy/292 \WITHIN 30 DAYS |
GSTIN/UIN: 37ADIPV8685P2Z4 Supplier's Ref. Other Reference(s)
State Name: Andhra Pradesh, Code : 37
Corals = Sales@devienterprises.net.in -| Buyer's Order No. Dated”
AMARA RAJA POWER SYSTEM LIMTED ee ealte-1 . . oe es
Karakambadi, Renigunta-Cuddapah Road, ae are nveen on Si pis conn tebe cera
TIRUPATI-517520, Phone:0877-2265000. = 5-Jun-201 8
GSTIN/UIN : 37AABCA9265F 1ZL Despatched through Destination
PAN/IT No >: AABCAS265F
State Name : Andhra Pradesh, Code : 37 Terms of Delivery 7 TT.
Buyer (if other than consignee) sr {} 3 1% G (}; 1 % 28
AMARA RAJA POWER SYSTEM LIMTED
_Karakambadi, Renigunta-Cuddapah Road, |
| TIRUPATI-517520,Phone:0877-2265000. | |
-GSTIN/UIN : 37AABCA9265F 1ZL |
‘PAN/IT No : AABCA9265F
State Name : Andhra Pradesh, Code : 37 |
S| Description of Goods HSN/SAC Quantity Rate per Disc. % Amount
No. ie. ha =
1 Eutectrode 1805 BARE - 1.6mm (GK18051) 83113010 5.00 Kg 6,650.00 Kg 5 % 31,587.50
(1.00 Pkt)
OUTPUT CGST @ 9% | 9% 2,842.88
| OUTPUT SGST@ 9% | 9 % 2,842.88
Less : Round sid | (-)0.26
| | | |
| | |
|
|
( a D> \\S \\
noe
\ | | , |
| |
Lk ic ie eke ftp es
| ad ig Total» eae | 5.00 Kg | _% 37,273.00
Amount Chargeable (in words) : ore E&OE
_INR Thirty Seven Thousand Two Hundred Seventy Three Only
Company's VAT TIN : 37580155278
Company's CST No. : 37580155278
Company's Service Tax No. : ADIPV8685PST001
Buyer's VAT TIN : 37430113476 ~
Company's PAN : ADIPV8685P for DEVI ENTERPR SES (2 118-19)
Declaration rr»
All disputes subject to Rajahmundry Jurisduction interest @22% PR 7, |
per annum will be charged on bills if not paid by due date. - i ut ig sad Bigna’ of; |
SUBJECT TO RAJAMAHENDRAVARAM JURISDICTION 2 Ln *
Ls Sy ee’ >
Vy, aa |
This is a Computer Generated Invoice MN WEIR"
